idVuelo,iataOrigen,iataDestino,horaSalidaUtc,horaLlegadaUtc,capacidadMaletas,cancelado
V000898,VIDP,SLLP,2026-01-02T17:37:00.000Z,2026-01-03T13:58:00.000Z,360,false
V000899,SLLP,OSDI,2026-01-02T12:52:00.000Z,2026-01-03T04:17:00.000Z,320,false
V000900,OSDI,SLLP,2026-01-02T02:50:00.000Z,2026-01-02T18:15:00.000Z,300,false
V000901,SLLP,OSDI,2026-01-02T18:49:00.000Z,2026-01-03T10:14:00.000Z,340,false
V000902,OSDI,SLLP,2026-01-02T09:49:00.000Z,2026-01-03T01:14:00.000Z,300,false
V000903,SLLP,OAKB,2026-01-02T11:55:00.000Z,2026-01-03T07:09:00.000Z,340,false
V000904,OAKB,SLLP,2026-01-01T21:23:00.000Z,2026-01-02T16:37:00.000Z,360,false
V000905,SLLP,OAKB,2026-01-02T17:31:00.000Z,2026-01-03T12:45:00.000Z,300,false
V000906,OAKB,SLLP,2026-01-02T07:54:00.000Z,2026-01-03T03:08:00.000Z,320,false
V000907,SLLP,OAKB,2026-01-03T01:21:00.000Z,2026-01-02T20:35:00.000Z,360,false
V000908,OAKB,SLLP,2026-01-02T13:08:00.000Z,2026-01-03T08:22:00.000Z,300,false
V000909,SLLP,OOMS,2026-01-02T09:30:00.000Z,2026-01-03T03:31:00.000Z,360,false
V000910,OOMS,SLLP,2026-01-01T20:15:00.000Z,2026-01-02T14:16:00.000Z,300,false
V000911,SLLP,OOMS,2026-01-02T10:40:00.000Z,2026-01-03T04:41:00.000Z,300,false
V000912,OOMS,SLLP,2026-01-02T02:34:00.000Z,2026-01-02T20:35:00.000Z,360,false
V000913,SLLP,OOMS,2026-01-02T17:16:00.000Z,2026-01-03T11:17:00.000Z,300,false
V000914,OOMS,SLLP,2026-01-02T12:02:00.000Z,2026-01-03T06:03:00.000Z,360,false
V000915,SLLP,OOMS,2026-01-03T03:44:00.000Z,2026-01-02T21:45:00.000Z,300,false
V000916,OOMS,SLLP,2026-01-02T15:28:00.000Z,2026-01-03T09:29:00.000Z,340,false
V000917,SLLP,OYSN,2026-01-02T06:41:00.000Z,2026-01-02T22:44:00.000Z,300,false
V000918,OYSN,SLLP,2026-01-02T00:39:00.000Z,2026-01-02T16:42:00.000Z,300,false
V000919,SLLP,OYSN,2026-01-02T13:15:00.000Z,2026-01-03T05:18:00.000Z,340,false
V000920,OYSN,SLLP,2026-01-02T05:30:00.000Z,2026-01-02T21:33:00.000Z,340,false
V000921,SLLP,OYSN,2026-01-02T18:01:00.000Z,2026-01-03T10:04:00.000Z,320,false
V000922,OYSN,SLLP,2026-01-02T12:43:00.000Z,2026-01-03T04:46:00.000Z,300,false
V000923,SLLP,OYSN,2026-01-03T01:58:00.000Z,2026-01-03T18:01:00.000Z,300,false
V000924,OYSN,SLLP,2026-01-02T20:43:00.000Z,2026-01-03T12:46:00.000Z,320,false
V000925,SLLP,OPKC,2026-01-02T04:33:00.000Z,2026-01-02T23:44:00.000Z,340,false
V000926,OPKC,SLLP,2026-01-01T20:29:00.000Z,2026-01-02T15:40:00.000Z,360,false
V000927,SLLP,OPKC,2026-01-02T11:57:00.000Z,2026-01-03T07:08:00.000Z,300,false
V000928,OPKC,SLLP,2026-01-02T01:15:00.000Z,2026-01-02T20:26:00.000Z,360,false
V000929,SLLP,OPKC,2026-01-02T20:48:00.000Z,2026-01-03T15:59:00.000Z,300,false
V000930,OPKC,SLLP,2026-01-02T12:53:00.000Z,2026-01-03T08:04:00.000Z,360,false
V000931,SLLP,OPKC,2026-01-03T01:08:00.000Z,2026-01-02T20:19:00.000Z,320,false
V000932,OPKC,SLLP,2026-01-02T13:11:00.000Z,2026-01-03T08:22:00.000Z,320,false
V000933,SLLP,UBBB,2026-01-02T08:30:00.000Z,2026-01-03T01:30:00.000Z,320,false
V000934,UBBB,SLLP,2026-01-01T22:16:00.000Z,2026-01-02T15:16:00.000Z,320,false
V000935,SLLP,UBBB,2026-01-02T15:09:00.000Z,2026-01-03T08:09:00.000Z,320,false
V000936,UBBB,SLLP,2026-01-02T07:33:00.000Z,2026-01-03T00:33:00.000Z,300,false
V000937,SLLP,UBBB,2026-01-02T16:45:00.000Z,2026-01-03T09:45:00.000Z,320,false
V000938,UBBB,SLLP,2026-01-02T10:53:00.000Z,2026-01-03T03:53:00.000Z,300,false
V000939,SLLP,UBBB,2026-01-02T22:54:00.000Z,2026-01-03T15:54:00.000Z,300,false
V000940,UBBB,SLLP,2026-01-02T17:25:00.000Z,2026-01-03T10:25:00.000Z,320,false
V000941,SLLP,OJAI,2026-01-02T04:30:00.000Z,2026-01-02T19:45:00.000Z,320,false
V000942,OJAI,SLLP,2026-01-01T21:42:00.000Z,2026-01-02T12:57:00.000Z,340,false
V000943,SLLP,OJAI,2026-01-02T15:40:00.000Z,2026-01-03T06:55:00.000Z,320,false
V000944,OJAI,SLLP,2026-01-02T12:07:00.000Z,2026-01-03T03:22:00.000Z,360,false
V000945,SLLP,OJAI,2026-01-02T20:33:00.000Z,2026-01-03T11:48:00.000Z,360,false
V000946,OJAI,SLLP,2026-01-02T16:11:00.000Z,2026-01-03T07:26:00.000Z,340,false
V000947,SCEL,SABE,2026-01-02T10:14:00.000Z,2026-01-02T11:38:00.000Z,340,false
V000948,SABE,SCEL,2026-01-02T07:53:00.000Z,2026-01-02T09:17:00.000Z,320,false
V000949,SCEL,SABE,2026-01-02T17:58:00.000Z,2026-01-02T19:22:00.000Z,360,false
V000950,SABE,SCEL,2026-01-02T17:26:00.000Z,2026-01-02T18:50:00.000Z,360,false
V000951,SCEL,SGAS,2026-01-02T08:19:00.000Z,2026-01-02T10:15:00.000Z,320,false
V000952,SGAS,SCEL,2026-01-02T04:04:00.000Z,2026-01-02T06:00:00.000Z,360,false
V000953,SCEL,SGAS,2026-01-02T09:14:00.000Z,2026-01-02T11:10:00.000Z,360,false
V000954,SGAS,SCEL,2026-01-02T10:47:00.000Z,2026-01-02T12:43:00.000Z,320,false
V000955,SCEL,SGAS,2026-01-02T19:46:00.000Z,2026-01-02T21:42:00.000Z,320,false
V000956,SGAS,SCEL,2026-01-02T21:20:00.000Z,2026-01-02T23:16:00.000Z,340,false
V000957,SCEL,SGAS,2026-01-03T00:38:00.000Z,2026-01-03T02:34:00.000Z,360,false
V000958,SGAS,SCEL,2026-01-02T22:37:00.000Z,2026-01-03T00:33:00.000Z,340,false
V000959,SCEL,SUAA,2026-01-02T22:05:00.000Z,2026-01-02T23:43:00.000Z,300,false
V000960,SUAA,SCEL,2026-01-03T02:55:00.000Z,2026-01-03T04:33:00.000Z,360,false
V000961,SCEL,LATI,2026-01-02T09:48:00.000Z,2026-01-03T01:13:00.000Z,340,false
V000962,LATI,SCEL,2026-01-02T07:35:00.000Z,2026-01-02T23:00:00.000Z,320,false
V000963,SCEL,EDDI,2026-01-02T06:52:00.000Z,2026-01-02T22:27:00.000Z,300,false
V000964,EDDI,SCEL,2026-01-02T04:37:00.000Z,2026-01-02T20:12:00.000Z,360,false
V000965,SCEL,EDDI,2026-01-02T17:54:00.000Z,2026-01-03T09:29:00.000Z,340,false
V000966,EDDI,SCEL,2026-01-02T20:43:00.000Z,2026-01-03T12:18:00.000Z,360,false
V000967,SCEL,LOWW,2026-01-02T04:18:00.000Z,2026-01-02T19:53:00.000Z,340,false
V000968,LOWW,SCEL,2026-01-02T01:10:00.000Z,2026-01-02T16:45:00.000Z,320,false
V000969,SCEL,LOWW,2026-01-02T10:53:00.000Z,2026-01-03T02:28:00.000Z,300,false
V000970,LOWW,SCEL,2026-01-02T08:36:00.000Z,2026-01-03T00:11:00.000Z,340,false
V000971,SCEL,LOWW,2026-01-02T18:21:00.000Z,2026-01-03T09:56:00.000Z,320,false
V000972,LOWW,SCEL,2026-01-02T10:05:00.000Z,2026-01-03T01:40:00.000Z,300,false
V000973,SCEL,LOWW,2026-01-02T22:55:00.000Z,2026-01-03T14:30:00.000Z,320,false
V000974,LOWW,SCEL,2026-01-02T21:54:00.000Z,2026-01-03T13:29:00.000Z,360,false
V000975,SCEL,EBCI,2026-01-02T05:59:00.000Z,2026-01-02T20:45:00.000Z,340,false
V000976,EBCI,SCEL,2026-01-02T01:05:00.000Z,2026-01-02T15:51:00.000Z,300,false
V000977,SCEL,EBCI,2026-01-02T11:47:00.000Z,2026-01-03T02:33:00.000Z,320,false
V000978,EBCI,SCEL,2026-01-02T09:32:00.000Z,2026-01-03T00:18:00.000Z,320,false
V000979,SCEL,EBCI,2026-01-02T16:03:00.000Z,2026-01-03T06:49:00.000Z,360,false
V000980,EBCI,SCEL,2026-01-02T11:13:00.000Z,2026-01-03T01:59:00.000Z,360,false
V000981,SCEL,EBCI,2026-01-03T00:28:00.000Z,2026-01-03T15:14:00.000Z,340,false
V000982,EBCI,SCEL,2026-01-02T20:08:00.000Z,2026-01-03T10:54:00.000Z,300,false
V000983,SCEL,UMMS,2026-01-02T09:43:00.000Z,2026-01-03T02:33:00.000Z,360,false
V000984,UMMS,SCEL,2026-01-01T22:36:00.000Z,2026-01-02T15:26:00.000Z,340,false
V000985,SCEL,UMMS,2026-01-02T13:41:00.000Z,2026-01-03T06:31:00.000Z,360,false
V000986,UMMS,SCEL,2026-01-02T05:38:00.000Z,2026-01-02T22:28:00.000Z,340,false
V000987,SCEL,UMMS,2026-01-03T00:19:00.000Z,2026-01-03T17:09:00.000Z,360,false
V000988,UMMS,SCEL,2026-01-02T13:28:00.000Z,2026-01-03T06:18:00.000Z,360,false
V000989,SCEL,LBSF,2026-01-02T10:46:00.000Z,2026-01-03T02:37:00.000Z,320,false
V000990,LBSF,SCEL,2026-01-02T02:46:00.000Z,2026-01-02T18:37:00.000Z,360,false
V000991,SCEL,LBSF,2026-01-02T16:52:00.000Z,2026-01-03T08:43:00.000Z,300,false
V000992,LBSF,SCEL,2026-01-02T08:39:00.000Z,2026-01-03T00:30:00.000Z,320,false
V000993,SCEL,LBSF,2026-01-02T20:28:00.000Z,2026-01-03T12:19:00.000Z,300,false
V000994,LBSF,SCEL,2026-01-02T19:24:00.000Z,2026-01-03T11:15:00.000Z,300,false
V000995,SCEL,LKPR,2026-01-02T03:42:00.000Z,2026-01-02T19:15:00.000Z,340,false
V000996,LKPR,SCEL,2026-01-01T22:04:00.000Z,2026-01-02T13:37:00.000Z,320,false
V000997,SCEL,LKPR,2026-01-02T14:04:00.000Z,2026-01-03T05:37:00.000Z,360,false
V000998,LKPR,SCEL,2026-01-02T12:04:00.000Z,2026-01-03T03:37:00.000Z,320,false
V000999,SCEL,LKPR,2026-01-03T01:55:00.000Z,2026-01-03T17:28:00.000Z,360,false
V001000,LKPR,SCEL,2026-01-02T21:52:00.000Z,2026-01-03T13:25:00.000Z,320,false
V001001,SCEL,LDZA,2026-01-02T14:31:00.000Z,2026-01-03T05:55:00.000Z,320,false
V001002,LDZA,SCEL,2026-01-02T05:50:00.000Z,2026-01-02T21:14:00.000Z,360,false
V001003,SCEL,LDZA,2026-01-03T01:04:00.000Z,2026-01-03T16:28:00.000Z,320,false
V001004,LDZA,SCEL,2026-01-02T10:46:00.000Z,2026-01-03T02:10:00.000Z,300,false
V001005,SCEL,EKCH,2026-01-02T08:04:00.000Z,2026-01-02T23:46:00.000Z,300,false
V001006,EKCH,SCEL,2026-01-01T22:47:00.000Z,2026-01-02T14:29:00.000Z,320,false
V001007,SCEL,EKCH,2026-01-02T17:51:00.000Z,2026-01-03T09:33:00.000Z,320,false
V001008,EKCH,SCEL,2026-01-02T11:53:00.000Z,2026-01-03T03:35:00.000Z,340,false
V001009,SCEL,EKCH,2026-01-02T19:04:00.000Z,2026-01-03T10:46:00.000Z,360,false
V001010,EKCH,SCEL,2026-01-02T21:35:00.000Z,2026-01-03T13:17:00.000Z,320,false
V001011,SCEL,EHAM,2026-01-02T03:10:00.000Z,2026-01-02T18:05:00.000Z,320,false
V001012,EHAM,SCEL,2026-01-01T23:10:00.000Z,2026-01-02T14:05:00.000Z,340,false
V001013,SCEL,EHAM,2026-01-02T10:34:00.000Z,2026-01-03T01:29:00.000Z,320,false
V001014,EHAM,SCEL,2026-01-02T06:13:00.000Z,2026-01-02T21:08:00.000Z,340,false
V001015,SCEL,EHAM,2026-01-02T18:33:00.000Z,2026-01-03T09:28:00.000Z,300,false
V001016,EHAM,SCEL,2026-01-02T14:51:00.000Z,2026-01-03T05:46:00.000Z,360,false
V001017,SCEL,EHAM,2026-01-03T01:09:00.000Z,2026-01-03T16:04:00.000Z,360,false
V001018,EHAM,SCEL,2026-01-02T16:05:00.000Z,2026-01-03T07:00:00.000Z,300,false
V001019,SCEL,VIDP,2026-01-03T02:08:00.000Z,2026-01-02T23:17:00.000Z,320,false
V001020,VIDP,SCEL,2026-01-02T08:18:00.000Z,2026-01-03T05:27:00.000Z,360,false
V001021,SCEL,OSDI,2026-01-02T07:02:00.000Z,2026-01-02T23:44:00.000Z,340,false
V001022,OSDI,SCEL,2026-01-02T02:06:00.000Z,2026-01-02T18:48:00.000Z,320,false
V001023,SCEL,OSDI,2026-01-02T11:45:00.000Z,2026-01-03T04:27:00.000Z,340,false
V001024,OSDI,SCEL,2026-01-02T06:23:00.000Z,2026-01-02T23:05:00.000Z,340,false
V001025,SCEL,OSDI,2026-01-02T18:16:00.000Z,2026-01-03T10:58:00.000Z,340,false
V001026,OSDI,SCEL,2026-01-02T10:26:00.000Z,2026-01-03T03:08:00.000Z,320,false
V001027,SCEL,OSDI,2026-01-03T02:20:00.000Z,2026-01-03T19:02:00.000Z,320,false
V001028,OSDI,SCEL,2026-01-02T19:23:00.000Z,2026-01-03T12:05:00.000Z,320,false
V001029,SCEL,OAKB,2026-01-02T03:39:00.000Z,2026-01-03T00:04:00.000Z,340,false
V001030,OAKB,SCEL,2026-01-01T20:36:00.000Z,2026-01-02T17:01:00.000Z,340,false
V001031,SCEL,OAKB,2026-01-02T17:48:00.000Z,2026-01-03T14:13:00.000Z,300,false
V001032,OAKB,SCEL,2026-01-02T09:26:00.000Z,2026-01-03T05:51:00.000Z,320,false
V001033,SCEL,OAKB,2026-01-02T23:19:00.000Z,2026-01-03T19:44:00.000Z,300,false
V001034,OAKB,SCEL,2026-01-02T15:09:00.000Z,2026-01-03T11:34:00.000Z,320,false
V001035,SCEL,OOMS,2026-01-02T09:46:00.000Z,2026-01-03T04:26:00.000Z,360,false
V001036,OOMS,SCEL,2026-01-02T03:57:00.000Z,2026-01-02T22:37:00.000Z,360,false
V001037,SCEL,OOMS,2026-01-02T12:11:00.000Z,2026-01-03T06:51:00.000Z,340,false
V001038,OOMS,SCEL,2026-01-02T10:44:00.000Z,2026-01-03T05:24:00.000Z,320,false
V001039,SCEL,OOMS,2026-01-03T00:56:00.000Z,2026-01-03T19:36:00.000Z,320,false
V001040,OOMS,SCEL,2026-01-02T17:45:00.000Z,2026-01-03T12:25:00.000Z,300,false
V001041,SCEL,OYSN,2026-01-02T06:35:00.000Z,2026-01-02T23:06:00.000Z,320,false
V001042,OYSN,SCEL,2026-01-01T21:37:00.000Z,2026-01-02T14:08:00.000Z,320,false
V001043,SCEL,OYSN,2026-01-02T11:48:00.000Z,2026-01-03T04:19:00.000Z,320,false
V001044,OYSN,SCEL,2026-01-02T06:03:00.000Z,2026-01-02T22:34:00.000Z,340,false
V001045,SCEL,OYSN,2026-01-02T20:35:00.000Z,2026-01-03T13:06:00.000Z,300,false
V001046,OYSN,SCEL,2026-01-02T09:53:00.000Z,2026-01-03T02:24:00.000Z,340,false
V001047,SCEL,OYSN,2026-01-02T22:28:00.000Z,2026-01-03T14:59:00.000Z,340,false
V001048,OYSN,SCEL,2026-01-02T18:08:00.000Z,2026-01-03T10:39:00.000Z,300,false
V001049,SCEL,OPKC,2026-01-02T06:47:00.000Z,2026-01-03T02:34:00.000Z,320,false
V001050,OPKC,SCEL,2026-01-01T19:04:00.000Z,2026-01-02T14:51:00.000Z,320,false
V001051,SCEL,OPKC,2026-01-02T10:12:00.000Z,2026-01-03T05:59:00.000Z,340,false
V001052,OPKC,SCEL,2026-01-02T04:32:00.000Z,2026-01-03T00:19:00.000Z,360,false
V001053,SCEL,OPKC,2026-01-02T18:49:00.000Z,2026-01-03T14:36:00.000Z,300,false
V001054,OPKC,SCEL,2026-01-02T08:53:00.000Z,2026-01-03T04:40:00.000Z,300,false
V001055,SCEL,OPKC,2026-01-02T22:37:00.000Z,2026-01-03T18:24:00.000Z,300,false
V001056,OPKC,SCEL,2026-01-02T17:30:00.000Z,2026-01-03T13:17:00.000Z,300,false
V001057,SCEL,UBBB,2026-01-02T07:17:00.000Z,2026-01-03T01:46:00.000Z,320,false
V001058,UBBB,SCEL,2026-01-02T02:39:00.000Z,2026-01-02T21:08:00.000Z,320,false
V001059,SCEL,UBBB,2026-01-02T18:36:00.000Z,2026-01-03T13:05:00.000Z,360,false
V001060,UBBB,SCEL,2026-01-02T10:20:00.000Z,2026-01-03T04:49:00.000Z,300,false
V001061,SCEL,UBBB,2026-01-02T21:00:00.000Z,2026-01-03T15:29:00.000Z,360,false
V001062,UBBB,SCEL,2026-01-02T17:43:00.000Z,2026-01-03T12:12:00.000Z,320,false
V001063,SCEL,OJAI,2026-01-02T05:54:00.000Z,2026-01-02T22:22:00.000Z,340,false
V001064,OJAI,SCEL,2026-01-01T22:33:00.000Z,2026-01-02T15:01:00.000Z,340,false
V001065,SCEL,OJAI,2026-01-02T13:34:00.000Z,2026-01-03T06:02:00.000Z,300,false
V001066,OJAI,SCEL,2026-01-02T06:49:00.000Z,2026-01-02T23:17:00.000Z,300,false
V001067,SCEL,OJAI,2026-01-02T15:12:00.000Z,2026-01-03T07:40:00.000Z,360,false
V001068,OJAI,SCEL,2026-01-02T09:22:00.000Z,2026-01-03T01:50:00.000Z,320,false
V001069,SCEL,OJAI,2026-01-02T21:53:00.000Z,2026-01-03T14:21:00.000Z,340,false
V001070,OJAI,SCEL,2026-01-02T17:40:00.000Z,2026-01-03T10:08:00.000Z,320,false
V001071,SABE,SGAS,2026-01-02T05:10:00.000Z,2026-01-02T06:25:00.000Z,340,false
V001072,SGAS,SABE,2026-01-02T05:57:00.000Z,2026-01-02T07:12:00.000Z,360,false
V001073,SABE,SGAS,2026-01-02T12:25:00.000Z,2026-01-02T13:40:00.000Z,360,false
V001074,SGAS,SABE,2026-01-02T14:37:00.000Z,2026-01-02T15:52:00.000Z,340,false
V001075,SABE,SGAS,2026-01-02T17:25:00.000Z,2026-01-02T18:40:00.000Z,300,false
V001076,SGAS,SABE,2026-01-02T19:04:00.000Z,2026-01-02T20:19:00.000Z,320,false
V001077,SABE,SGAS,2026-01-02T23:35:00.000Z,2026-01-03T00:50:00.000Z,340,false
V001078,SGAS,SABE,2026-01-02T22:38:00.000Z,2026-01-02T23:53:00.000Z,300,false
V001079,SABE,SUAA,2026-01-02T07:37:00.000Z,2026-01-02T07:50:00.000Z,320,false
V001080,SUAA,SABE,2026-01-02T07:47:00.000Z,2026-01-02T08:00:00.000Z,320,false
V001081,SABE,SUAA,2026-01-02T14:26:00.000Z,2026-01-02T14:39:00.000Z,340,false
V001082,SUAA,SABE,2026-01-02T12:04:00.000Z,2026-01-02T12:17:00.000Z,320,false
V001083,SABE,SUAA,2026-01-02T20:46:00.000Z,2026-01-02T20:59:00.000Z,360,false
V001084,SUAA,SABE,2026-01-02T20:12:00.000Z,2026-01-02T20:25:00.000Z,360,false
V001085,SABE,SUAA,2026-01-03T01:21:00.000Z,2026-01-03T01:34:00.000Z,320,false
V001086,SUAA,SABE,2026-01-03T00:18:00.000Z,2026-01-03T00:31:00.000Z,360,false
V001087,SABE,LATI,2026-01-02T11:09:00.000Z,2026-01-03T01:34:00.000Z,340,false
V001088,LATI,SABE,2026-01-01T23:30:00.000Z,2026-01-02T13:55:00.000Z,340,false
V001089,SABE,LATI,2026-01-02T22:46:00.000Z,2026-01-03T13:11:00.000Z,300,false
V001090,LATI,SABE,2026-01-02T17:26:00.000Z,2026-01-03T07:51:00.000Z,300,false
V001091,SABE,EDDI,2026-01-02T03:13:00.000Z,2026-01-02T18:02:00.000Z,300,false
V001092,EDDI,SABE,2026-01-02T03:11:00.000Z,2026-01-02T18:00:00.000Z,320,false
V001093,SABE,EDDI,2026-01-02T16:40:00.000Z,2026-01-03T07:29:00.000Z,320,false
V001094,EDDI,SABE,2026-01-02T12:25:00.000Z,2026-01-03T03:14:00.000Z,340,false
V001095,SABE,EDDI,2026-01-02T23:46:00.000Z,2026-01-03T14:35:00.000Z,320,false
V001096,EDDI,SABE,2026-01-02T15:08:00.000Z,2026-01-03T05:57:00.000Z,320,false
V001097,SABE,LOWW,2026-01-02T07:56:00.000Z,2026-01-02T22:39:00.000Z,360,false
V001098,LOWW,SABE,2026-01-02T04:24:00.000Z,2026-01-02T19:07:00.000Z,300,false
V001099,SABE,LOWW,2026-01-02T11:24:00.000Z,2026-01-03T02:07:00.000Z,300,false
V001100,LOWW,SABE,2026-01-02T10:23:00.000Z,2026-01-03T01:06:00.000Z,360,false
V001101,SABE,LOWW,2026-01-02T19:10:00.000Z,2026-01-03T09:53:00.000Z,340,false
V001102,LOWW,SABE,2026-01-02T14:23:00.000Z,2026-01-03T05:06:00.000Z,320,false
V001103,SABE,EBCI,2026-01-02T06:06:00.000Z,2026-01-02T20:07:00.000Z,360,false
V001104,EBCI,SABE,2026-01-02T02:36:00.000Z,2026-01-02T16:37:00.000Z,340,false
V001105,SABE,EBCI,2026-01-02T10:58:00.000Z,2026-01-03T00:59:00.000Z,360,false
V001106,EBCI,SABE,2026-01-02T07:14:00.000Z,2026-01-02T21:15:00.000Z,360,false
V001107,SABE,EBCI,2026-01-02T17:12:00.000Z,2026-01-03T07:13:00.000Z,320,false
V001108,EBCI,SABE,2026-01-02T10:16:00.000Z,2026-01-03T00:17:00.000Z,340,false
V001109,SABE,EBCI,2026-01-02T22:27:00.000Z,2026-01-03T12:28:00.000Z,340,false
V001110,EBCI,SABE,2026-01-02T18:46:00.000Z,2026-01-03T08:47:00.000Z,340,false
V001111,SABE,UMMS,2026-01-02T05:15:00.000Z,2026-01-02T21:14:00.000Z,340,false
V001112,UMMS,SABE,2026-01-01T23:34:00.000Z,2026-01-02T15:33:00.000Z,340,false
V001113,SABE,UMMS,2026-01-02T18:16:00.000Z,2026-01-03T10:15:00.000Z,320,false
V001114,UMMS,SABE,2026-01-02T11:39:00.000Z,2026-01-03T03:38:00.000Z,300,false
V001115,SABE,UMMS,2026-01-02T23:44:00.000Z,2026-01-03T15:43:00.000Z,340,false
V001116,UMMS,SABE,2026-01-02T18:50:00.000Z,2026-01-03T10:49:00.000Z,300,false
V001117,SABE,LBSF,2026-01-02T04:40:00.000Z,2026-01-02T19:30:00.000Z,300,false
V001118,LBSF,SABE,2026-01-01T21:43:00.000Z,2026-01-02T12:33:00.000Z,320,false
V001119,SABE,LBSF,2026-01-02T18:59:00.000Z,2026-01-03T09:49:00.000Z,300,false
V001120,LBSF,SABE,2026-01-02T05:50:00.000Z,2026-01-02T20:40:00.000Z,360,false
V001121,SABE,LBSF,2026-01-02T21:59:00.000Z,2026-01-03T12:49:00.000Z,360,false
V001122,LBSF,SABE,2026-01-02T20:24:00.000Z,2026-01-03T11:14:00.000Z,320,false
V001123,SABE,LKPR,2026-01-02T04:49:00.000Z,2026-01-02T19:32:00.000Z,360,false
V001124,LKPR,SABE,2026-01-02T01:22:00.000Z,2026-01-02T16:05:00.000Z,300,false
V001125,SABE,LKPR,2026-01-02T14:21:00.000Z,2026-01-03T05:04:00.000Z,340,false
V001126,LKPR,SABE,2026-01-02T04:09:00.000Z,2026-01-02T18:52:00.000Z,300,false
V001127,SABE,LKPR,2026-01-02T20:37:00.000Z,2026-01-03T11:20:00.000Z,340,false
V001128,LKPR,SABE,2026-01-02T14:58:00.000Z,2026-01-03T05:41:00.000Z,320,false
V001129,SABE,LKPR,2026-01-02T23:32:00.000Z,2026-01-03T14:15:00.000Z,320,false
V001130,LKPR,SABE,2026-01-02T17:36:00.000Z,2026-01-03T08:19:00.000Z,360,false
V001131,SABE,LDZA,2026-01-02T10:31:00.000Z,2026-01-03T01:00:00.000Z,300,false
V001132,LDZA,SABE,2026-01-01T23:02:00.000Z,2026-01-02T13:31:00.000Z,300,false
V001133,SABE,LDZA,2026-01-02T11:19:00.000Z,2026-01-03T01:48:00.000Z,360,false
V001134,LDZA,SABE,2026-01-02T11:53:00.000Z,2026-01-03T02:22:00.000Z,360,false
V001135,SABE,LDZA,2026-01-03T02:03:00.000Z,2026-01-03T16:32:00.000Z,300,false
V001136,LDZA,SABE,2026-01-02T18:38:00.000Z,2026-01-03T09:07:00.000Z,300,false
V001137,SABE,EKCH,2026-01-02T08:34:00.000Z,2026-01-02T23:33:00.000Z,340,false
V001138,EKCH,SABE,2026-01-02T03:19:00.000Z,2026-01-02T18:18:00.000Z,320,false
V001139,SABE,EKCH,2026-01-02T10:22:00.000Z,2026-01-03T01:21:00.000Z,320,false
V001140,EKCH,SABE,2026-01-02T05:16:00.000Z,2026-01-02T20:15:00.000Z,300,false
V001141,SABE,EKCH,2026-01-02T16:31:00.000Z,2026-01-03T07:30:00.000Z,360,false
V001142,EKCH,SABE,2026-01-02T10:50:00.000Z,2026-01-03T01:49:00.000Z,360,false
V001143,SABE,EKCH,2026-01-03T02:44:00.000Z,2026-01-03T17:43:00.000Z,320,false
V001144,EKCH,SABE,2026-01-02T16:59:00.000Z,2026-01-03T07:58:00.000Z,300,false
V001145,SABE,EHAM,2026-01-02T21:48:00.000Z,2026-01-03T12:00:00.000Z,300,false
V001146,EHAM,SABE,2026-01-01T23:52:00.000Z,2026-01-02T14:04:00.000Z,340,false
V001147,SABE,VIDP,2026-01-02T04:53:00.000Z,2026-01-03T00:38:00.000Z,340,false
V001148,VIDP,SABE,2026-01-01T20:45:00.000Z,2026-01-02T16:30:00.000Z,360,false
V001149,SABE,VIDP,2026-01-02T09:52:00.000Z,2026-01-03T05:37:00.000Z,300,false
V001150,VIDP,SABE,2026-01-02T01:16:00.000Z,2026-01-02T21:01:00.000Z,340,false
V001151,SABE,VIDP,2026-01-02T20:44:00.000Z,2026-01-03T16:29:00.000Z,300,false
V001152,VIDP,SABE,2026-01-02T09:54:00.000Z,2026-01-03T05:39:00.000Z,300,false
V001153,SABE,VIDP,2026-01-02T22:05:00.000Z,2026-01-03T17:50:00.000Z,320,false
V001154,VIDP,SABE,2026-01-02T15:31:00.000Z,2026-01-03T11:16:00.000Z,320,false
V001155,SABE,OSDI,2026-01-02T04:19:00.000Z,2026-01-02T19:48:00.000Z,300,false
V001156,OSDI,SABE,2026-01-01T21:57:00.000Z,2026-01-02T13:26:00.000Z,360,false
V001157,SABE,OSDI,2026-01-02T11:24:00.000Z,2026-01-03T02:53:00.000Z,340,false
V001158,OSDI,SABE,2026-01-02T08:17:00.000Z,2026-01-02T23:46:00.000Z,340,false
V001159,SABE,OSDI,2026-01-02T20:06:00.000Z,2026-01-03T11:35:00.000Z,340,false
V001160,OSDI,SABE,2026-01-02T13:29:00.000Z,2026-01-03T04:58:00.000Z,320,false
V001161,SABE,OSDI,2026-01-03T00:12:00.000Z,2026-01-03T15:41:00.000Z,320,false
V001162,OSDI,SABE,2026-01-02T20:46:00.000Z,2026-01-03T12:15:00.000Z,300,false
V001163,SABE,OAKB,2026-01-02T07:27:00.000Z,2026-01-03T02:33:00.000Z,360,false
V001164,OAKB,SABE,2026-01-01T22:25:00.000Z,2026-01-02T17:31:00.000Z,320,false
V001165,SABE,OAKB,2026-01-02T09:53:00.000Z,2026-01-03T04:59:00.000Z,320,false
V001166,OAKB,SABE,2026-01-02T06:12:00.000Z,2026-01-03T01:18:00.000Z,360,false
V001167,SABE,OAKB,2026-01-02T20:17:00.000Z,2026-01-03T15:23:00.000Z,360,false
